USB4J01879_1:101		
344.691	-83.49	
344.906	-83.49	
345.121	-83.49	
345.336	61.91	
345.552	29.14	
345.767	-48.68	
345.982	2.52	
346.197	35.29	
346.412	-15.91	
346.628	68.06	
346.843	18.9	
347.058	39.38	
347.273	59.86	
347.488	29.14	
347.703	33.24	
347.918	35.29	
348.133	174.55	
348.349	192.98	
348.564	246.23	
348.779	84.44	
348.994	203.22	
349.209	168.41	
349.424	178.65	
349.639	225.75	
349.854	133.59	
350.069	152.02	
350.284	168.41	
350.499	104.92	
350.714	164.31	
350.929	172.5	
351.144	147.93	
351.358	176.6	
351.573	88.54	
351.788	18.9	
352.003	119.25	
352.218	162.26	
352.433	94.68	
352.648	135.64	
352.863	100.82	
353.077	117.21	
353.292	41.43	
353.507	92.63	
353.722	219.61	
353.937	117.21	
354.151	135.64	
354.366	154.07	
354.581	207.32	
354.796	80.34	
355.011	182.74	
355.225	129.49	
355.44	178.65	
355.655	129.49	
355.869	178.65	
356.084	102.87	
356.299	51.67	
356.513	233.94	
356.728	180.69	
356.943	276.95	
357.157	264.66	
357.372	154.07	
357.586	272.85	
357.801	248.28	
358.016	242.13	
358.23	143.83	
358.445	229.85	
358.659	252.37	
358.874	233.94	
359.088	317.91	
359.303	319.96	
359.517	260.56	
359.732	332.24	
359.946	311.76	
360.161	227.8	
360.375	131.54	
360.59	147.93	
360.804	225.75	
361.019	291.28	
361.233	162.26	
361.447	207.32	
361.662	166.36	
361.876	178.65	
362.091	170.45	
362.305	213.46	
362.519	113.11	
362.734	264.66	
362.948	172.5	
363.162	248.28	
363.377	139.73	
363.591	283.09	
363.805	149.97	
364.019	254.42	
364.234	274.9	
364.448	160.21	
364.662	129.49	
364.876	149.97	
365.091	242.13	
365.305	256.47	
365.519	287.19	
365.733	311.76	
365.947	303.57	
366.162	231.89	
366.376	365.01	
366.59	279	
366.804	256.47	
367.018	342.48	
367.232	240.08	
367.446	319.96	
367.66	385.49	
367.875	334.29	
368.089	395.73	
368.303	410.07	
368.517	369.11	
368.731	481.75	
368.945	467.41	
369.159	348.63	
369.373	514.51	
369.587	537.04	
369.801	487.89	
370.015	457.17	
370.229	504.27	
370.443	522.7	
370.656	348.63	
370.87	530.9	
371.084	477.65	
371.298	469.46	
371.512	461.27	
371.726	326.1	
371.94	434.64	
372.154	436.69	
372.367	283.09	
372.581	403.92	
372.795	405.97	
373.009	332.24	
373.223	352.72	
373.436	424.4	
373.65	346.58	
373.864	266.71	
374.078	352.72	
374.291	252.37	
374.505	238.04	
374.719	176.6	
374.933	285.14	
375.146	344.53	
375.36	270.8	
375.574	358.87	
375.787	360.92	
376.001	326.1	
376.215	291.28	
376.428	352.72	
376.642	412.11	
376.855	254.42	
377.069	334.29	
377.283	387.54	
377.496	457.17	
377.71	440.79	
377.923	455.12	
378.137	397.78	
378.35	453.07	
378.564	522.7	
378.777	530.9	
378.991	526.8	
379.204	545.23	
379.418	702.93	
379.631	512.46	
379.845	713.17	
380.058	770.51	
380.272	758.22	
380.485	731.6	
380.698	762.32	
380.912	588.24	
381.125	733.65	
381.338	719.31	
381.552	905.67	
381.765	729.55	
381.978	782.8	
382.192	692.69	
382.405	758.22	
382.618	762.32	
382.832	778.7	
383.045	772.56	
383.258	707.02	
383.471	684.49	
383.685	801.23	
383.898	700.88	
384.111	661.97	
384.324	651.73	
384.538	778.7	
384.751	623.06	
384.964	592.34	
385.177	584.14	
385.39	604.62	
385.603	676.3	
385.816	506.32	
386.03	461.27	
386.243	553.42	
386.456	555.47	
386.669	473.55	
386.882	455.12	
387.095	481.75	
387.308	485.84	
387.521	471.51	
387.734	459.22	
